0.5的爱情,﻿爱情,2014/9/12,蒲巴甲;李悦铭;江语晨;龚洁;,北京帧画影视文化传播有限公司;,河北志宝文化传媒有限公司;北京上视之光影视科技有限公司;,邢潇;,,56,1,1
魔比斯环3D,动画/科幻/冒险,2015/10/30,马克·哈米尔;克里斯·马奎特;乔纳森·泰勒·托马斯;迈克尔·多恩;丹尼尔·戴维斯;约翰·迪·玛吉欧;凯文·麦克唐纳;安德里亚·米勒;简·西蒙斯;菲尔·普洛克特;,北京新华环球影视文化传播有限公司;深圳市环球数码影视文化有限公司;广东金逸珠江电影院线有限公司;北京亚细亚影视制作发行有限公司;广东大地电影院线有限公司;浙江横店电影院线有限公司;禾木恩泽文化传媒(北京）有限公司;北京微影时代科技有限公司;四海电影发行联盟;广州珠影雅年影业有限公司;湖北长江电影集团有限责任公司;新疆维吾尔自治区电影发行放映公司;上海新见文化传媒有限公司;,环球数码媒体科技研究（深圳）有限公司;,格兰·柴卡;,,92.1,1,1
魔法老师,喜剧/科幻,2016/9/9,西蒙·佩吉;约翰·克立斯;布莱恩·考克斯;罗宾·威廉姆斯;凯特·贝金赛尔;特瑞·吉列姆;艾瑞克·爱都;罗伯·里格尔;汉娜·布拉米雷斯;艾迪·伊扎德;特瑞·琼斯;豪尔赫·莱昂马丁内斯;桑吉夫·巴哈斯卡;麦克·帕林;乔安娜·林莉;艾玛·皮尔森;梅拉·沙尔;朱蒂·罗;罗伯特·巴瑟斯特;加文·斯科特;拉斯科·阿特金斯;,Océan Films ;乌发电影公司;Shaw Organisation ;Odeon ;Wild Bunch ;Svensk Filmindustri (SF) AB ;Mongkol Major ;爱奇艺影业（北京）有限公司;华桦传媒;Axinite Digicinema ;Universum Film A.G. (UFA) ;Telepool GmbH ;Columbia ;Beijing Youshi Entertainment Co. ;Huahua Film & Media Culture ,Bill and Ben Productions ;GFM films ;Premiere Picture ;英国比尔与本电影公司;,特瑞·琼斯;,迈克·麦达沃伊;chris chesser;margarita doyle;bill jones;mark sandell;edward simons;benjamin timlett;ken tuohy;angela fuguet;jason garrett;david rogers;,699.6,1,1
魔警,动作,2014/4/18,张家辉;廖启智;欧锦棠;林嘉华;吴彦祖;安志杰;李国麟;思漩;,,香港银都机构有限公司;英皇电影有限公司;,林超贤;,,10833.1,1,1
魔轮,惊悚/悬疑,2016/7/1,金世佳;林心如;何润东;王姬;盖玥希;李林;是之;刘世杰;李尚翼;,基美影业;上海基美影业股份有限公司;上海基美影业有限公司;,基美影业;上海基美影业股份有限公司;上海基美影业有限公司;,王早;,高敬东;,783.9,1,1
魔都凶音,惊悚/恐怖,2016/7/22,姜雯;于小伟;张天颖;王笑天;张辛苑;张瑶;颜冠英;于和伟;,北京麦特文化发展有限公司;中国电影股份有限公司北京电影发行分公司;东阳影响力电影发行有限公司;中国电影集团公司;,麦特影视文化传媒（天津）有限公司;上海东方娱乐传媒集团有限公司;爱奇艺影业（北京）有限公司;和和（上海）影业有限公司;星光麦特国际传媒有限公司;深圳市文化影视有限公司;上海鹏华影视文化有现公司;杭州晨熹多媒体科技有限公司;东阳影响力电影发行有限公司;上海彭鹏华影视文化工作室;,彭鹏华;,李继贤;陈砺志;路征;余才文;,414.8,1,1
魔镜,惊悚/恐怖,2015/9/25,孙坚;周泓;金恩圣;李彩英;,北京安石英纳影视文化有限公司;江苏安石英纳影业有限公司;,浙江东阳天娱影视文化有限公司;深圳市金海岸影业有限公司;星皓娱乐集团;西安深空影视传媒有限公司;北京强大伟业文化产业有限公司;深圳市比达广告传媒有限公司;Moneff ;星皓影业有限公司;,彭发;金成浩;Pakphum Wonjinda ;,,1038.9,1,1
魔镜奇缘,动画/家庭/冒险,2015/9/3,,世纪环球电影院线发展有限公司;北京新华环球影视文化传播有限公司;河南奥斯卡院线有限责任公司;四川省太平洋电影院线有限公司;湖北银兴院线影业有限责任公司;北京锋尚锐志文化传媒有限公司;重庆保利万和院线;武汉天河影业有限公司;浙江星光电影院线有限公司;恒大影视发行有限公司;辽宁中影北方电影院线有限责任公司;,北京锋尚锐志文化传媒有限公司;合肥泰尚文化科技有限公司;峨眉电影集团有限公司;,郑成峰;,,1584.9,1,1
鲨滩,惊悚/恐怖/剧情,2016/6/24,布莱特·卡伦;布蕾克·莱弗利;奥斯卡·贾恩那达;Sedona Legge ;塞多纳·莱格;塞多纳·利;,United International Pictures (UIP) ;华夏电影发行有限责任公司;索尼发行公司;Walt Disney Studios Motion Pictures Finland ;Feelgood Entertainment ;Sony Pictures Entertainment Inc. ;Universal Pictures International ;Andes Films ;Big Picture 2 Films ;Sony Pictures Releasing ;哥伦,哥伦比亚电影公司;哥伦比亚影业公司;Weimaraner Republic Pictures ;Ombra Films ;美国威玛共和国影片公司;美国欧姆布拉影片公司;,佐米·希尔拉;,佐米·希尔拉;林恩·哈里斯;Matti Leshem ;Douglas C. Merrifield ;马蒂·勒森;道格·梅里菲尔德;,5373.49,1,1
鸣梁海战,战争/动作,2014/12/12,大谷庆彦;崔岷植;李贞贤;高庚杓;秦久;权世仁;鲁敏宇;金泰勋;沈智瑗;朴鲁植;权律;晋久;柳承龙;金明坤;赵震雄;,北京派格太合泛在文化传媒有限公司;,韩国希杰娱乐株式会社;,金汉珉;,,2674.9,1,1
鹰笛·雪莲,剧情/儿童/冒险,2015/8/19,陈瑾;卡米然?卡米力;达力·买提胡夏力;水嘉宇;何牧谣;茹仙古丽;古丽米娜·麦麦提;那孜米克;古丽娜热?扎甫吐力江;西尔扎提?卡米力;,禾木恩泽文化传媒(北京）有限公司;深圳金蔷薇电影发行有限公司;,深圳前海泰东文化传媒有限公司;南通泰东文化传媒有限公司;中共深圳市委宣传部;深圳市文学艺术届联合会;深圳市对口支援新疆工作前方指挥部;中共塔什库尔干塔吉克自治县委员会;塔什库尔干塔吉克自治县人民政府区委宣传部;深圳前海秦东文化传媒有限公司;,李艳秋;李亚威;,,7.5,1,1
麦兜·我和我妈妈,,2016/5/19,黄磊;李云迪;吴君如;黄秋生;蔡明丽;蔡瀚亿;张正中;,珠江影业传媒股份有限公司;,新华展望传媒有限公司;,李俊民;谢立文;Junmin Li ;,,4439.040000,2,2
麦兜·饭宝奇兵,动画,2016/7/22,金刚;张正中;大汪;彭博;孙小妞;,新华展望传媒有限公司;广东新华展望传媒有限公司;淘票票;上海淘票票影视文化有限公司;苏州华闻糖心动漫投资有限责任公司;北京金天地影视文化股份有限公司;上海鑫岳影视传播股份有限公司;上海鑫岳影视传播有限公司;,新华展望传媒有限公司;阿里巴巴影业集团有限公司;九龙品天（北京）文化传播有限公司;广东新华展望传媒有限公司;娱乐宝;星宝环球有限公司;九龙品天影视文化无锡有限公司;阿里巴巴（娱乐宝）;,谢立文;,谢立文;蔡冠深;张强;王仁奎;,457.59,1,1
麦兜当当伴我心,,2013/7/18,许飞;吴君如;黄秋生;郑中基;胡歌;,上海电影股份有限公司影视发行分公司;新华展望传媒有限公司;上海炫动传播股份有限公司;珠江影业传媒股份有限公司;,新华展望传媒有限公司;上海炫动传播股份有限公司;天才香港有限公司;,谢立文;,,4693.140000,2,2
麦兜我和我妈妈,动画/家庭/喜剧,2014/10/1,黄磊;李云迪;吴君如;黄秋生;蔡明丽;蔡瀚亿;张正中;,珠江影业传媒股份有限公司;,新华展望传媒有限公司;,李俊民;谢立文;Junmin Li ;,,4439,1,1
黄克功案件,剧情/历史,2014/12/4,王凯;黄海冰;成泰燊;毛孩;,上海电影（集团）有限公司;北京新影联影业有限责任公司;珠江影业传媒股份有限公司;,上海电影（集团）有限公司;最高人民检察院影视中心;最高人民法院影视中心;北京市电影股份有限公司;北京光影四季文化传播有限公司;北京繁荣顺达文化传媒有限公司;星际红缘国际传媒（北京）有限公司;浙江华乐盛视影视制作有限公司;北京衡源路德影视文化传媒中心;,王放放;,,227.4,1,1
黄河,歌舞/音乐/主旋律,2015/9/20,濮存昕;钮宝平;郎朗;王羽铮;夏小汤;王秀芬;余隆;廖昌永;张建一;张海庆;马小茜;阿楠;,华夏电影发行有限责任公司;,华夏电影发行有限责任公司;中国爱乐乐团;浙江唐德影视股份有限公司;,滕文骥;刘磊;王为;葛晓红;,,5.6,1,1
黄金大劫案,,2013/3/29,郭涛;陶虹;刘桦;黄渤;孙淳;范伟;岳小军;雷佳音;董立范;程媛媛;山崎敬一;,北京小马奔腾文化传媒股份有限公司;,东阳映月影视文化传媒有限公司;,宁浩;,,15006.580000,2,2
黄金时代,爱情/传记,2014/10/1,王志文;丁嘉丽;冯绍峰;张译;王千源;张博;杨雪;郝蕾;袁泉;祖峰;袁文康;田原;冯雷;张瑶;王紫逸;汤唯;焦刚;王景春;陈月末;张嘉译;朱亚文;黄轩;,星美(北京)影业有限公司;北京星美嘉映影业有限公司;,安乐影片有限公司;星美(北京)影业有限公司;北京春天融和影视文化有限责任公司;北京其欣然影视文化传播有限公司;北京星美嘉映影业有限公司;,许鞍华;,,5156.4,1,1
黄金福将,喜剧/爱情,2015/1/23,刘桦;张一山;张国强;张大礼;曹云金;胡夏;张熙媛;谢金钰殷;李承峰;朱咪咪;关凌;保剑锋;,上海凯羿影视传播有限公司;北京中恒融投资源管理有限公司;,深圳世冠娱乐文化传播有限公司;,王伟;,,125.4,1,1
黄飞鸿之英雄有梦,动作/爱情/武侠/功夫,2014/11/21,杨颖;王珞丹;张晋;井柏然;秦俊杰;高泰宇;洪金宝;梁家辉;彭于晏;冯嘉怡;文峰;王祖蓝;,安乐（北京）电影发行有限公司;北京联瑞影业有限公司;,安乐影片有限公司;环球影片公司;北京数字印象文化传播有限公司;万诱引力甲有限公司;升飞国际数码特效制作有限公司;,周显扬;,,18422.8,1,1
黎明之眼,战争/历史,2014/9/18,吕小龙;黎一萱;孙中艺;曾江;郑佩佩;原子鏸;姚美伊;,北京万龙飞腾影视文化传媒有限公司;,广西电影集团有限公司;北京万龙飞腾影视文化传媒有限公司;北京火星空间文化发展有限公司;北京两两嘉品商贸责任有限公司;云南云政珠宝有限公司;云南金翅鸟文化传播有限公司;中央新闻纪录电影制片厂;,吕小龙;,,29.6,1,1
黑暗中的救赎,,2016/4/11,任泉;于波;果静林;刘敏涛;孙一理;郝平;,万达影视传媒有限公司;,浩安（北京）影视文化传媒有限公司;龙隆昌（北京）影视文化有限公司;,安战军;,,109.260000,2,2
黑月,惊悚/悬疑,2014/11/7,贾之海;宋紫菲;王兮;李鹤;,大衍文化传媒（北京）有限公司;北京千朗文化传媒有限公司;,昆仑映画影视文化传媒（北京）有限公司;福建中金在线网络股份有限公司;,曹霁;,,96.8,1,1
黑海夺金,,2016/9/8,康斯坦丁·哈宾斯基;斯科特·麦克奈利;本·门德尔森;丹尼斯·科洛斯克;裘德·洛;茱蒂·惠特克;吉里格力·多布金;迈克尔·史麦利;茱蒂·威泰克;谢尔盖·普斯科帕里斯;保利娜·博内瓦;卡尔·戴维斯;谢尔盖·科列斯尼科夫;加斯·巴里;,Universal Home Entertainment ;华夏电影发行有限责任公司;焦点电影公司;Shaw Organisation ;Panorama Entertainment ;Universal Pictures International (UPI) ;IPA ;Sony Pictures Releasing ;Film4 ;,焦点电影公司;Film4 ;Cowboy Films ;Etalon film ;英国第四影片公司;,凯文·麦克唐纳;,凯文·麦克唐纳;jim cochrane;亚历山大·多斯托;alasdair flind;merve harzadin;jane robertson;泰莎·罗斯;charles steel;,224.870000,2,2
黑猫警长之翡翠之星,动画/喜剧/科幻/动作,2015/8/7,詹佳;于胜军;赵路;林子杰;施佳加;李传缨;刘莹;戴佳峄;程玉珠;吴天昊;,珠江影业传媒股份有限公司;北京基点影视文化传媒有限公司;天津银河文化传媒有限公司;上海电影股份有限公司影视发行分公司四海电影发行联盟;天津华谊兄弟卖座网电影发行有限公司;,上海电影（集团）有限公司;上海美术电影制片厂;北京微影时代科技有限公司;峰威（上海）影视投资管理有限公司;,于胜军;史学刚;青松;施屹;姚光华;,,7048.1,1,1
黑瞳,惊悚/悬疑,2015/1/23,赵文瑄;,,珠江电影集团有限公司;广州嘉和影视制作有限公司;广州承兴营销管理有限公司;安华白云控股集团有限公司;,杜云萍;,,986.1,1,1
黑衣人3,,2013/5/3,乔什·布洛林;贾斯汀·比伯;迈克尔·斯图巴;爱丽丝·伊芙;大卫·拉斯彻;蒂姆·波顿;詹姆斯·马丁·凯利;尼可·斯彻金格;艾玛·汤普森;杰玛·阿特登;杰梅奈·克莱门特;巴里·索南菲尔德;女神卡卡;约瑟夫·甘纳斯考利;比尔·哈德尔;威尔·史密斯;汤米·李·琼斯;凯文·柯威斯;,华夏电影发行有限责任公司;,哥伦比亚影片公司;,巴里·索南菲尔德;,,50301.800000,2,2
默守那份情,爱情,2015/7/1,黄奕;金巧巧;王劲松;果静林;贺刚;王璐瑶;谢苗;毛孩;程媛媛;钟秋;陈玥丞;张笑君;,北京九州同映数字电影院线有限公司;闻影天下（深圳）文化传媒有限公司;北京中影华夏影视文化传媒有限公司;,北京九州同映数字电影院线有限公司;闻影天下（深圳）文化传媒有限公司;北京中影华夏影视文化传媒有限公司;,曾剑锋;,,81.7,1,1
鼠来宝4：萌在囧途,动画/冒险/喜剧,2016/1/26,贾斯汀·朗;贝拉·索恩;杰森·李;托尼·海尔;金柏莱·威廉姆斯;约翰·阿彻尔·朗格伦;杰西·麦卡尼;安娜·法瑞丝;克里斯蒂娜·艾伯盖特;卡蕾·库科;克里斯多夫·蒂斯丹..;凯文·韦恩;,20世纪福克斯电影公司;华夏电影发行有限责任公司;中国电影集团公司;,Fox 2000 Pictures ;TSG Entertainment ;Regency Enterprises ;Bagdasarian Productions ;Sunswept Entertainment ;Paragon Studios ;,沃尔特·拜克;,,6265,1,1
龙之谷：破晓奇兵,动画/爱情,2014/7/31,徐娇;景甜;夏梓桐;胡歌;,华夏电影发行有限责任公司;,华夏电影发行有限责任公司;浙江横店影视制作有限公司;长影集团有限责任公司;湖南金鹰卡通有限公司;江苏省广播电视总台优漫卡通卫视;,宋岳峰;,,5740.9,1,1
龙凤呈祥,剧情/戏曲,2014/1/29,李维康;叶少兰;耿其昌;冯志孝;赵葆秀;,,,保尔夫;王好为;,,11.8,1,1
龙在哪里?,动画,2015/10/23,章子怡;戴立忍;王力宏;江美琪;梁静茹;光良;,北京星美影视发行有限公司;,北京德稻教育投资有限公司;北京多宝树影视科技有限公司;香港龙在哪里有限公司;彩宏工程有限公司;,胡陞忠;,,2077.8,1,1
龙拳小子,动作/喜剧,2016/8/2,童菲;刘芮麟;林秋楠;郝怡霖;王皓祯;梁超;吴永伦;余薇薇;陈浩民;金巧巧;,爱奇艺影业（北京）有限公司;北京热血游族文化传媒有限公司;阿甘（北京）国际影业有限公司;,北京一响天开文化传媒有限公司;武汉星皓影视文化有限公司;咪咕文化科技有限公司;爱迪影业;盛通影业;掌趣影业;北京盛通影业有限公司;樱果无限（北京）文化传播有限公司;衡水衡旅投资管理有限公司;北京联盛嘉华影视文化传播有限公司;,陶声;王玮;,,495.4,1,1
龙潭夺宝,动作,2015/4/21,张宝雯;李炳渊;,,北京蒙太奇环球影业有限公司;,陶明喜;,,0,1,1
龙门飞甲,,2013/1/1,李连杰;陈坤;张馨予;杜奕衡;孙建魁;刘家辉;周迅;盛鉴;薛剑;韩飞行;李炳渊;桂纶镁;范晓萱;吴迪;李宇春;樊少皇;,,博纳影视娱乐有限公司;北京华影盛视文化传播有限公司;上海尚世影业有限公司;,徐克;,,54000.520000,2,2
龙骑侠,动画/儿童/冒险,2015/1/1,,北京华映星球国际文化发展有限公司;,北京卡酷动画卫视;恒大影视文化有限公司;北京华映星球国际文化发展有限公司;广东电视台卫视嘉佳卡通卫视;,刘可欣;,,1046.6,1,1
龙骧虎跃,,2014/12/22,陈之辉;释延君;姚雨鑫;释小松;释小虎;,,河南山川影视文化传播有限公司;北京弄影堂文化传媒有限公司;,刘一炜;,,0.210000,2,2
龟兔再跑,动画,2014/9/6,,广州金逸影视传媒股份有限公司;五洲电影发行有限公司;,珠海天娱影视制作有限公司;,郑崇炘;,,1172.6,1,1
有这样一个医生,剧情,2012/11/30,,,,,,17.6,1,1
县委书记焦裕禄（豫剧）,歌舞/戏曲,2014/4/2,,,,,,57.1,1,1
保山,剧情,2015/6/30,,,,,,0,1,1
白石山下一家人,剧情,2015/12/4,,,,,,0,1,1
清明,[],2016/1/19,,,,,,0,1,1
初一,[],2016/2/6,,,,,,0,1,1
我和我们,[],2014/5/20,,,,,,599.5,1,1
水墨大别山,[],2015/8/20,,,,,,599.1,1,1
血证一九二八,剧情,2016/4/27,,,,,,0.5,1,1
禁锢,[],2016/5/27,,,,,,0,1,1
地球四季,,2016/9/27,,,,,,101.280000,2,1
007：大破量子危机,,2013/1/20,,,,,,26.100000,2,2
18岁18天,,2015/3/7,,,,,,0.590000,2,2
2014艺术影院第一批篇目,,2015/2/25,,,,,,10.020000,2,2
2015年1月艺术影院国产片,,2015/2/8,,,,,,0.080000,2,2
2015法国新浪潮电影回顾展,,2015/3/19,,,,,,13.070000,2,2
2016国家大剧院国际歌剧电影展,,2016/7/30,,,,,,7.110000,2,2
2016年乌兹别克斯坦电影周,,2016/6/28,,,,,,0.800000,2,2
2016年国家大剧院国际歌剧电影展,,2016/7/29,,,,,,32.380000,2,2
2016年意大利电影展映,,2016/8/26,,,,,,0.210000,2,2
2016新西兰电影节,,2016/5/19,,,,,,0.050000,2,2
2016法国电影展映活动,,2016/5/18,,,,,,20.650000,2,2
405谋杀案,,2013/3/3,,,,,,0.400000,2,2
5颗子弹,,2013/5/28,,,,,,0.020000,2,2
80’后,,2014/2/21,,,,,,0.050000,2,2
CCG EXPO动画电影展,,2016/7/16,,,,,,23.730000,2,2
CCG EXPO动画电影展映,,2016/7/16,,,,,,10.750000,2,2
N见钟情,,2015/1/3,,,,,,2.270000,2,2
X战警2,,2014/5/22,,,,,,42.660000,2,2
X战警：背水一战,,2013/10/24,,,,,,15.640000,2,2
“杏”福来敲门,,2015/3/12,,,,,,4.250000,2,2
一不留神,,2013/2/22,,,,,,2.670000,2,2
一个和八个,,2014/5/18,,,,,,0.050000,2,2
一个老师的学校,,2015/8/27,,,,,,487.000000,2,2
一八九四&middot;甲午大海战,,2014/10/16,,,,,,413.720000,2,2
一兵一卒,,2014/12/22,,,,,,0.130000,2,2
一剑钟情,,2014/12/30,,,,,,0.010000,2,2
一句顶一万句,,2016/9/5,,,,,,5.520000,2,2
一只狗的大学时光,,2013/3/19,,,,,,0.110000,2,2
一江明烛,,2013/1/7,,,,,,31.170000,2,2
一生有爱,,2013/1/11,,,,,,0.690000,2,2
一诺重如山,,2015/6/17,,,,,,0.040000,2,2
一路有你,,2014/5/15,,,,,,721.970000,2,2
七小罗汉,,2013/4/26,,,,,,9.530000,2,2
三七情缘,,2015/6/3,,,,,,0.050000,2,2
